UserId,Gender,GeoId,DateOfBirth,DateId
17923,2,ca-45,2009-08-01,93
99257,1,uk-73,2008-10-01,83
115196,2,ie-29,2009-04-01,89
20057,1,uk-15,2008-11-01,84
80385,1,uk-55,2008-11-01,84
47839,2,us-61,2008-10-01,83
36128,2,es-12,2008-12-01,85
35567,1,uk-24,2009-02-01,87
16096,1,it-13,2009-01-01,86
74193,1,fr-68,2008-10-01,83
75624,1,uk-24,2008-09-01,82
95993,1,de-66,2009-05-01,90
17846,1,de-19,2009-04-01,89
78823,2,uk-55,2009-07-01,92
105495,2,it-59,2007-09-01,70
46919,1,nz-42,2008-10-01,83
60502,2,it-13,2008-01-01,74
57713,1,de-5,2007-10-01,71
80949,2,de-51,2007-11-01,72
62380,1,be-11,2009-04-01,89
99333,2,es-18,2008-04-01,77
103299,1,es-18,2008-08-01,81
77208,1,de-26,2007-03-01,64
108343,1,uk-31,2008-04-01,77
62510,2,de-26,2007-12-01,73
113453,2,de-21,2008-02-01,75
47392,1,de-52,2007-12-01,73
94315,1,es-3,2008-06-01,79
2602,2,es-2,2008-12-01,85
39020,2,uk-73,2008-07-01,80
1971,2,uk-31,2008-04-01,77
43906,1,es-18,2007-11-01,72
17233,1,uk-16,2008-04-01,77
47137,1,be-72,2009-07-01,92
110794,2,ie-14,2007-10-01,71
88829,1,uk-60,2008-05-01,78
113187,2,de-66,2008-08-01,81
51562,1,ie-14,2008-02-01,75
35606,2,de-51,2007-05-01,66
51620,1,de-51,2009-05-01,90
15284,1,de-26,2008-02-01,75
78595,2,de-25,2008-02-01,75
85332,2,uk-73,2008-05-01,78
115584,1,uk-15,2007-10-01,71
85569,1,de-21,2008-05-01,78
41479,2,uk-73,2007-09-01,70
48733,2,it-59,2008-12-01,85
64090,2,de-21,2007-11-01,72
7964,2,de-21,2008-01-01,74
35380,2,uk-55,2008-03-01,76
57604,2,de-5,2008-03-01,76
53120,2,ca-44,2008-02-01,75
82895,1,uk-76,2009-06-01,91
95113,2,ie-67,2009-04-01,89
65803,1,be-11,2008-09-01,82
22336,2,uk-73,2009-03-01,88
81476,1,de-66,2007-12-01,73
100694,2,ie-67,2006-09-01,58
118600,1,es-12,2009-06-01,91
51692,1,uk-31,2008-11-01,84
95949,1,be-72,2009-03-01,88
94345,2,de-25,2007-09-01,70
96764,2,uk-16,2007-10-01,71
90636,2,es-12,2007-08-01,69
96192,2,de-25,2007-10-01,71
21845,2,de-48,2007-10-01,71
91195,1,uk-38,2008-05-01,78
24015,2,de-50,2009-04-01,89
23012,1,uk-71,2009-03-01,88
85110,1,de-66,2007-09-01,70
37383,2,uk-76,2009-02-01,87
23766,2,nz-42,2008-06-01,79
35412,2,de-7,2007-10-01,71
14426,2,au-64,2007-11-01,72
105668,1,de-51,2008-05-01,78
62862,2,uk-15,2007-08-01,69
59554,1,it-36,2007-10-01,71
76675,1,es-1,2009-06-01,91
87098,2,uk-71,2008-10-01,83
69778,1,uk-71,2008-02-01,75
14661,1,uk-31,2008-11-01,84
19125,1,ca-44,2007-12-01,73
106398,2,ca-44,2008-01-01,74
43064,2,de-7,2007-11-01,72
58862,1,de-51,2009-01-01,86
27284,1,it-13,2007-09-01,70
65582,2,ca-44,2008-04-01,77
33431,1,ca-65,2008-03-01,76
98005,2,ie-29,2007-11-01,72
107165,2,de-66,2007-05-01,66
12854,2,es-12,2007-08-01,69
6805,2,de-5,2007-09-01,70
31415,1,es-12,2007-09-01,70
93461,1,de-5,2007-11-01,72
110158,1,uk-76,2008-01-01,74
102729,2,de-50,2007-10-01,71
110315,2,es-18,2008-03-01,76
17188,1,it-59,2008-01-01,74
5119,1,uk-24,2008-08-01,81
43316,1,uk-31,2007-11-01,72
12772,2,us-62,2007-09-01,70
10385,2,uk-38,2007-04-01,65
35012,2,es-1,2008-10-01,83
53931,1,fr-39,2007-11-01,72
44334,2,it-36,2009-05-01,90
1989,2,uk-71,2009-04-01,89
76317,1,fr-63,2007-06-01,67
105776,1,it-59,2009-07-01,92
95399,2,us-62,2008-03-01,76
39937,1,fr-22,2008-07-01,80
115305,2,de-7,2005-09-01,46
69620,2,ie-29,2008-05-01,78
66198,1,it-13,2007-10-01,71
22933,2,uk-53,2008-01-01,74
49638,1,fr-22,2008-03-01,76
54429,1,es-2,2007-09-01,70
15117,1,es-1,2008-04-01,77
89465,2,es-3,2007-11-01,72
17583,1,es-3,2007-09-01,70
24498,2,de-48,2008-08-01,81
90509,2,ca-65,2008-08-01,81
14018,2,uk-55,2008-01-01,74
67228,2,es-3,2007-09-01,70
71296,1,us-62,2008-06-01,79
90065,1,ie-29,2008-07-01,80
48931,2,ca-44,2008-03-01,76
109831,1,uk-38,2008-02-01,75
111591,1,it-59,2007-09-01,70
15271,2,it-13,2008-02-01,75
6354,2,es-3,2007-05-01,66
93277,2,es-3,2008-07-01,80
20650,2,au-47,2007-09-01,70
4813,2,es-12,2007-11-01,72
55086,1,ie-67,2006-09-01,58
84381,2,uk-73,2008-01-01,74
19659,1,es-1,2008-05-01,78
51651,2,uk-76,2007-09-01,70
49764,1,uk-76,2008-05-01,78
80565,1,uk-31,2006-09-01,58
79074,2,es-12,2007-10-01,71
56823,2,au-30,2007-09-01,70
45762,1,de-19,2007-12-01,73
89581,2,be-17,2008-04-01,77
99643,2,uk-71,2008-08-01,81
86542,1,ie-29,2007-11-01,72
20609,1,de-51,2008-01-01,74
17783,1,uk-15,2008-11-01,84
75794,2,de-49,2006-12-01,61
77465,1,de-51,2008-06-01,79
31698,2,ca-10,2008-08-01,81
11340,1,de-66,2007-09-01,70
58372,2,us-28,2008-02-01,75
56640,2,de-25,2008-06-01,79
117248,2,ca-45,2008-01-01,74
51391,2,ca-45,2007-12-01,73
67821,1,de-51,2008-04-01,77
97514,2,us-27,2008-05-01,78
82555,1,us-28,2007-10-01,71
9768,1,de-6,2008-07-01,80
14732,1,uk-55,2007-11-01,72
75521,2,fr-68,2007-11-01,72
9584,2,nz-42,2007-12-01,73
31256,2,fr-20,2008-01-01,74
26615,2,fr-39,2008-04-01,77
84375,1,de-52,2008-05-01,78
19972,2,ie-23,2007-11-01,72
96750,1,ca-10,2008-04-01,77
101212,1,ie-67,2008-02-01,75
87559,1,de-37,2007-12-01,73
39422,2,it-36,2007-12-01,73
82245,2,uk-60,2008-03-01,76
86711,1,uk-38,2008-07-01,80
60893,1,us-61,2008-07-01,80
26396,1,be-17,2008-08-01,81
45023,1,de-9,2008-02-01,75
99232,1,de-49,2008-06-01,79
76041,1,de-25,2007-09-01,70
118210,2,uk-24,2007-12-01,73
40727,1,uk-24,2007-12-01,73
6258,2,de-48,2008-01-01,74
49262,2,de-26,2008-08-01,81
80970,2,be-72,2007-10-01,71
110166,2,uk-73,2008-06-01,79
5649,1,ie-67,2007-10-01,71
93584,1,de-26,2008-03-01,76
87497,2,es-18,2008-02-01,75
39949,1,es-1,2008-07-01,80
45920,1,ca-65,2008-04-01,77
38085,2,us-61,2007-11-01,72
67162,2,uk-73,2007-11-01,72
77317,1,de-49,2007-12-01,73
102503,2,uk-16,2009-04-01,89
39765,1,fr-63,2008-01-01,74
28447,2,es-69,2007-09-01,70
18139,1,it-36,2008-03-01,76
96993,2,us-41,2007-11-01,72
58166,2,es-3,2007-07-01,68
26631,1,au-70,2007-12-01,73
29198,1,us-61,2007-08-01,69
56714,1,be-17,2008-02-01,75
51989,2,fr-22,2007-05-01,66
111614,1,de-37,2008-01-01,74
18582,2,it-36,2008-03-01,76
15521,1,au-54,2007-08-01,69
20572,1,uk-16,2004-02-01,27
67789,2,de-26,2008-08-01,81
43473,1,es-2,2007-10-01,71
16040,2,uk-73,2007-12-01,73
92830,2,de-37,2007-09-01,70
105430,1,uk-16,2009-02-01,87
67425,1,uk-73,2008-07-01,80
42146,2,ie-67,2007-11-01,72
16172,2,it-36,2008-04-01,77
95357,2,de-66,2007-12-01,73
107098,2,us-28,2008-06-01,79
24888,2,de-19,2008-02-01,75
21067,2,es-69,2008-03-01,76
83895,1,ie-14,2007-12-01,73
81869,1,it-13,2007-10-01,71
67192,1,de-8,2008-04-01,77
92877,2,es-12,2008-07-01,80
99466,2,au-70,2007-10-01,71
48628,1,ie-29,2009-05-01,90
1652,1,es-18,2009-05-01,90
107948,2,es-12,2007-10-01,71
38682,1,de-37,2008-10-01,83
12747,1,de-49,2008-02-01,75
40155,2,uk-76,2008-04-01,77
21731,2,be-11,2008-11-01,84
11369,2,nz-33,2009-07-01,92
88283,1,nz-58,2008-09-01,82
11132,2,ca-44,2008-11-01,84
115117,2,de-37,2009-05-01,90
25452,2,es-12,2009-01-01,86
44905,2,ca-44,2009-08-01,93
27862,2,ca-4,2008-01-01,74
116569,2,de-7,2007-10-01,71
59152,2,it-36,2007-11-01,72
84045,1,de-52,2007-12-01,73
33881,1,ie-14,2007-11-01,72
37976,1,de-52,2007-08-01,69
9868,2,it-59,2007-07-01,68
77280,2,us-28,2006-01-01,50
20423,1,uk-24,2008-07-01,80
6859,1,ie-14,2008-03-01,76
69721,1,es-1,2008-06-01,79
45711,1,ie-67,2008-03-01,76
70892,1,uk-31,2008-03-01,76
43868,2,de-8,2006-01-01,50
78591,1,es-1,2005-10-01,47
56331,1,de-25,2008-06-01,79
1772,2,be-17,2006-07-01,56
103131,2,de-9,2005-10-01,47
20769,2,de-37,2005-09-01,46
52655,2,de-5,2006-03-01,52
35725,2,de-5,2008-05-01,78
59247,2,de-49,2007-09-01,70
35219,1,de-21,2008-05-01,78
15227,1,es-3,2006-02-01,51
38113,1,uk-55,2008-01-01,74
110304,1,nz-35,2008-07-01,80
76272,1,de-21,2008-05-01,78
15653,2,it-13,2008-02-01,75
94158,1,uk-38,2007-10-01,71
34884,1,es-18,2007-01-01,62
19366,2,uk-53,2006-11-01,60
88490,2,uk-53,2007-09-01,70
11576,2,de-49,2007-05-01,66
49041,2,be-72,2008-09-01,82
52277,1,it-13,2008-11-01,84
51526,2,ca-65,2009-05-01,90
35898,2,fr-68,2007-03-01,64
21892,1,uk-60,2009-02-01,87
51006,2,uk-24,2009-03-01,88
114470,2,de-19,2009-03-01,88
32734,2,uk-55,2007-09-01,70
6836,2,es-69,2008-12-01,85
7986,2,de-37,2008-03-01,76
9162,1,uk-15,2005-09-01,46
41178,2,us-62,2005-10-01,47
32484,1,au-75,2006-06-01,55
60239,2,de-8,2006-04-01,53
26699,1,nz-56,2008-08-01,81
7443,2,be-72,2007-10-01,71
98419,1,de-26,2008-04-01,77
62584,1,au-47,2008-05-01,78
93336,2,es-18,2007-10-01,71
76698,2,uk-15,2008-03-01,76
64352,2,uk-16,2008-03-01,76
73184,2,us-27,2008-05-01,78
88750,1,it-59,2008-02-01,75
59135,2,ca-10,2008-03-01,76
29596,2,de-51,2004-07-01,32
109309,1,ca-46,2008-08-01,81
26784,1,ca-4,2007-09-01,70
73157,2,de-48,2008-04-01,77
5467,1,uk-53,2007-12-01,73
64512,1,uk-24,2007-11-01,72
71081,1,us-61,2008-03-01,76
30097,2,uk-73,2007-11-01,72
58997,2,uk-53,2007-08-01,69
116797,1,de-26,2008-02-01,75
3977,2,nz-35,2008-07-01,80
112422,2,de-21,2007-12-01,73
78672,1,es-12,2008-03-01,76
99146,1,de-37,2008-02-01,75
42932,2,ie-29,2008-03-01,76
6595,1,uk-73,2008-04-01,77
14931,2,de-7,2007-10-01,71
45912,1,us-41,2007-12-01,73
90604,2,de-51,2009-05-01,90
72584,2,de-6,2008-04-01,77
6682,1,fr-63,2008-01-01,74
12311,2,it-36,2008-04-01,77
116896,2,uk-71,2007-12-01,73
53240,1,us-74,2007-10-01,71
90029,1,uk-24,2008-10-01,83
23294,1,uk-76,2007-02-01,63
72114,2,uk-76,2008-09-01,82
15471,2,de-37,2008-06-01,79
7782,2,us-62,2008-12-01,85
97250,1,es-18,2009-07-01,92
73216,1,ie-23,2008-01-01,74
48002,1,ca-44,2009-03-01,88
82425,1,de-37,2006-11-01,60
37420,2,fr-68,2009-07-01,92
62022,1,uk-15,2008-11-01,84
82597,1,de-51,2007-09-01,70
30301,1,uk-38,2008-07-01,80
45446,2,fr-63,2007-01-01,62
36796,1,es-69,2006-07-01,56
71904,1,de-52,2004-07-01,32
46097,2,de-19,2008-01-01,74
7859,1,uk-16,2008-08-01,81
37587,2,de-50,2008-03-01,76
58066,2,uk-38,2008-07-01,80
32728,2,de-26,2007-04-01,65
43590,2,ca-44,2009-07-01,92
86024,2,de-49,2007-12-01,73
39770,1,de-49,2006-08-01,57
62162,2,de-50,2007-12-01,73
745,1,de-21,2006-03-01,52
42367,1,ca-65,2007-10-01,71
40985,1,de-21,2008-08-01,81
68329,1,be-11,2005-10-01,47
90257,1,ca-4,2008-06-01,79
90132,2,de-5,2005-09-01,46
35488,2,us-61,2008-04-01,77
70791,1,es-12,2005-12-01,49
98263,1,nz-34,2006-12-01,61
51060,2,fr-39,2008-11-01,84
38849,1,be-17,2008-05-01,78
113893,2,ie-67,2008-03-01,76
84237,1,ca-4,2008-08-01,81
19010,1,de-5,2007-11-01,72
46528,2,us-40,2007-09-01,70
97320,2,uk-31,2008-05-01,78
47889,1,de-48,2008-04-01,77
109899,2,de-48,2002-09-01,10
17929,2,es-18,2009-08-01,93
27062,1,it-59,2008-07-01,80
65748,1,fr-39,2008-05-01,78
78589,1,nz-34,2008-08-01,81
25936,2,it-13,2005-10-01,47
55674,1,ie-14,2009-07-01,92
48517,1,au-70,2008-03-01,76
46032,1,de-52,2007-10-01,71
95214,1,de-19,2007-11-01,72
70120,2,us-27,2007-10-01,71
33932,2,ca-10,2009-02-01,87
53547,1,de-51,2009-05-01,90
48329,2,fr-63,2008-08-01,81
87179,2,ie-67,2009-01-01,86
3990,1,de-66,2008-03-01,76
17220,2,es-12,2008-05-01,78
49451,1,uk-53,2007-05-01,66
34398,1,uk-53,2007-11-01,72
45900,1,ie-29,2008-05-01,78
6638,2,de-51,2009-03-01,88
92907,1,de-5,2009-06-01,91
66335,2,fr-39,2008-11-01,84
35483,1,it-13,2008-01-01,74
11631,2,ca-65,2007-02-01,63
23217,2,ca-10,2009-06-01,91
91138,2,de-66,2009-05-01,90
38667,1,de-26,2006-09-01,58
3355,1,uk-24,2007-07-01,68
60800,2,ca-65,2009-03-01,88
21401,1,es-2,2008-12-01,85
13526,2,de-26,2005-03-01,40
78555,1,ca-65,2009-07-01,92
23853,2,es-69,2009-07-01,92
10884,1,au-70,2007-07-01,68
78019,2,it-59,2004-10-01,35
69395,2,de-6,2009-05-01,90
5722,1,be-17,2004-06-01,31
100355,1,de-51,2005-08-01,45
52366,1,nz-42,2007-03-01,64
14850,2,de-5,2007-08-01,69
84916,2,be-17,2007-02-01,63
13344,2,es-1,2009-01-01,86
110357,1,us-61,2006-10-01,59
86565,2,uk-16,2006-03-01,52
16456,1,us-62,2007-05-01,66
89120,2,ca-10,2007-06-01,67
48449,2,au-70,2007-08-01,69
5979,2,ie-67,2007-04-01,65
14668,1,uk-16,2007-01-01,62
56566,2,de-52,2007-12-01,73
9789,1,fr-68,2004-02-01,27
49648,2,us-41,2007-07-01,68
82727,1,de-26,2006-05-01,54
61313,2,ca-10,2009-08-01,93
25953,1,nz-57,2007-10-01,71
50479,2,ie-67,2007-05-01,66
12121,2,fr-63,2006-03-01,52
68446,1,es-2,2007-07-01,68
116983,1,de-52,2007-05-01,66
102744,1,de-6,2006-06-01,55
49251,2,es-3,2008-04-01,77
2798,2,uk-38,2007-07-01,68
99648,2,uk-16,2007-08-01,69
46233,1,it-36,2009-01-01,86
73103,2,es-2,2004-06-01,31
78527,1,ca-10,2008-07-01,80
97949,1,de-19,2007-04-01,65
41611,1,ie-67,2007-12-01,73
8898,2,de-19,2007-06-01,67
107094,2,de-21,2003-10-01,23
62028,2,es-3,2006-07-01,56
97664,1,de-25,2008-11-01,84
13300,1,be-11,2009-07-01,92
106427,1,ie-29,2006-07-01,56
106482,2,es-18,2007-08-01,69
12313,1,uk-55,2007-03-01,64
5166,2,ie-29,2006-08-01,57
30558,1,it-36,2007-08-01,69
57341,2,ie-23,2007-11-01,72
101311,1,de-5,2007-11-01,72
93189,1,de-19,2006-06-01,55
7388,1,de-7,2007-08-01,69
106539,2,de-50,2007-05-01,66
71359,2,be-72,2007-06-01,67
112187,2,uk-71,2009-01-01,86
83000,1,ie-23,2006-08-01,57
104834,2,nz-42,2007-02-01,63
70176,2,it-36,2008-10-01,83
62720,1,uk-55,2008-06-01,79
16854,1,uk-53,2007-01-01,62
114414,1,it-59,2008-07-01,80
96172,2,it-36,2006-08-01,57
43233,2,be-17,2006-07-01,56
109005,1,es-69,2008-09-01,82
52670,2,it-59,2007-05-01,66
90266,2,de-51,2006-07-01,56
83333,1,es-12,2006-03-01,52
114985,2,us-40,2007-08-01,69
56903,1,be-11,2007-02-01,63
112665,2,fr-63,2006-12-01,61
16126,2,de-26,2006-06-01,55
108961,2,es-1,2006-11-01,60
14397,1,ca-65,2007-01-01,62
118923,2,de-51,2007-06-01,67
3428,1,es-69,2007-03-01,64
3201,1,uk-31,2007-08-01,69
20970,2,fr-68,2006-06-01,55
112164,1,uk-38,2005-12-01,49
109848,2,it-59,2006-12-01,61
110872,2,fr-20,2007-04-01,65
111193,2,uk-38,2008-03-01,76
614,2,de-26,2007-05-01,66
73426,2,it-36,2008-11-01,84
112897,2,ie-23,2007-06-01,67
38136,1,ca-46,2008-01-01,74
28454,2,uk-31,2007-09-01,70
7269,1,fr-68,2007-05-01,66
37185,1,de-6,2007-02-01,63
103260,2,us-62,2010-01-01,98
79849,2,es-2,2007-05-01,66
61517,2,be-72,2007-03-01,64
66165,1,es-1,2008-04-01,77
12573,1,ca-10,2009-12-01,97
2930,1,de-7,2008-02-01,75
21940,1,us-40,2006-12-01,61
115915,2,it-59,2009-10-01,95
81287,1,uk-16,2008-08-01,81
99430,1,it-13,2010-05-01,102
79752,2,es-3,2010-04-01,101
17665,1,uk-55,2009-11-01,96
10544,1,uk-73,2008-06-01,79
10011,1,it-36,2009-09-01,94
80665,1,uk-38,2007-08-01,69
63313,1,uk-16,2007-01-01,62
95049,1,au-47,2007-08-01,69
105972,2,de-5,2007-05-01,66
49516,2,ca-10,2009-06-01,91
67282,1,uk-31,2010-01-01,98
11602,2,de-50,2009-10-01,95
19661,1,de-48,2007-09-01,70
27877,2,es-69,2008-06-01,79
86162,2,es-3,2009-08-01,93
117582,2,nz-35,2010-03-01,100
33504,2,uk-76,2010-01-01,98
94035,1,ie-67,2007-09-01,70
76141,2,de-5,2010-05-01,102
89243,1,uk-76,2010-05-01,102
42249,1,uk-38,2007-07-01,68
27496,2,de-66,2009-10-01,95
60227,2,be-11,2007-05-01,66
115423,2,us-40,2009-06-01,91
117160,2,nz-42,2008-08-01,81
37556,2,be-72,2012-04-01,125
5800,2,au-75,2012-06-01,127
109952,1,uk-38,2012-06-01,127
35140,2,de-52,2012-04-01,125
46007,1,au-75,2011-08-01,117
10057,2,ie-67,2011-09-01,118
20258,1,us-27,2012-02-01,123
107790,2,de-21,2012-01-01,122
8061,2,de-6,2011-09-01,118
8419,1,nz-56,2011-12-01,121
83476,2,be-11,2010-03-01,100
78966,2,de-8,2012-05-01,126
4152,2,uk-76,2012-04-01,125
14119,1,us-74,2011-09-01,118
81257,1,us-40,2012-07-01,128
16182,1,es-12,2012-03-01,124
20694,2,de-19,2012-07-01,128
118879,2,uk-16,2011-12-01,121
12466,1,ca-65,2012-05-01,126
73211,2,de-6,2012-08-01,129
55481,2,es-3,2012-03-01,124
33588,1,uk-60,2012-08-01,129
15396,1,us-40,2008-01-01,74
48174,2,ie-23,2007-12-01,73
62089,1,be-72,2007-09-01,70
107640,1,es-2,2007-05-01,66
35370,1,us-74,2007-11-01,72
73824,1,ca-44,2007-08-01,69
60615,1,au-70,2008-02-01,75
50572,2,de-48,2004-01-01,26
114015,1,uk-24,2008-08-01,81
323,1,de-25,2007-11-01,72
83252,1,de-21,2008-01-01,74
44197,2,us-62,2007-03-01,64
23247,1,de-26,2008-01-01,74
8192,1,ie-23,2007-09-01,70
14550,2,es-2,2008-02-01,75
66497,1,us-27,2006-09-01,58
101806,2,au-43,2007-01-01,62
16583,2,us-74,2004-02-01,27
10403,2,es-69,2007-09-01,70
112482,1,ie-14,2006-11-01,60
56509,1,uk-24,2007-02-01,63
99482,2,uk-73,2008-07-01,80
26668,1,fr-22,2008-07-01,80
66443,1,es-1,2008-03-01,76
104608,1,es-3,2008-04-01,77
19281,2,uk-73,2008-01-01,74
70376,1,es-2,2007-10-01,71
48357,1,uk-31,2008-03-01,76
100242,1,au-47,2008-04-01,77
47982,2,uk-38,2007-09-01,70
65577,1,ie-23,2006-10-01,59
66003,2,es-3,2004-07-01,32
68144,2,de-21,2007-11-01,72
14643,1,uk-24,2007-07-01,68
927,2,es-3,2004-04-01,29
65829,1,be-72,2007-11-01,72
82649,2,de-51,2007-12-01,73
39936,2,ca-46,2008-01-01,74
112533,1,uk-38,2008-07-01,80
30706,1,de-8,2007-10-01,71
89217,1,ca-10,2008-04-01,77
61417,1,us-62,2008-04-01,77
9457,2,ca-10,2008-01-01,74
29239,2,it-36,2007-12-01,73
16996,1,au-70,2007-09-01,70
32153,2,uk-71,2007-01-01,62
28467,2,de-25,2008-02-01,75
21941,1,de-19,2008-05-01,78
629,1,ie-29,2007-02-01,63
16450,1,es-1,2007-06-01,67
88271,2,es-12,2008-02-01,75
108818,2,es-3,2008-06-01,79
99254,2,de-6,2006-10-01,59
9536,2,fr-39,2007-07-01,68
5617,2,ca-45,2007-03-01,64
52730,1,us-40,2008-05-01,78
88212,2,es-3,2007-09-01,70
62957,1,de-49,2007-12-01,73
103825,2,uk-16,2004-07-01,32
104222,2,es-1,2008-01-01,74
87359,2,ca-45,2003-12-01,25
110287,2,uk-24,2007-09-01,70
111838,2,ca-4,2007-11-01,72
69400,2,us-40,2007-02-01,63
83467,2,es-3,2007-09-01,70
19527,1,es-1,2003-09-01,22
66457,2,ca-4,2007-11-01,72
111117,2,ie-67,2006-10-01,59
54751,1,de-9,2008-07-01,80
117052,2,uk-55,2008-01-01,74
76550,1,es-69,2007-08-01,69
87247,1,es-12,2007-12-01,73
111881,1,uk-31,2007-10-01,71
101060,1,es-18,2008-02-01,75
86281,1,de-66,2008-03-01,76
12299,1,uk-31,2007-06-01,67
7396,1,it-59,2008-07-01,80
60762,2,de-19,2007-12-01,73
59843,1,de-25,2007-01-01,62
88610,2,es-18,2007-12-01,73
57294,1,au-47,2008-02-01,75
46847,1,nz-56,2008-03-01,76
28740,1,de-19,2007-09-01,70
108088,2,es-3,2007-08-01,69
43726,2,es-3,2006-09-01,58
74625,1,de-5,2008-02-01,75
14245,2,uk-31,2007-01-01,62
88062,1,de-66,2007-11-01,72
75950,1,es-2,2007-09-01,70
43659,2,ie-14,2006-10-01,59
54682,2,de-8,2007-02-01,63
50513,1,de-19,2008-07-01,80
107415,2,ca-65,2008-06-01,79
83606,2,us-40,2006-07-01,56
102318,2,uk-24,2007-10-01,71
100576,1,de-5,2006-12-01,61
65874,1,ie-67,2008-02-01,75
53057,1,it-36,2008-01-01,74
15618,1,uk-71,2007-03-01,64
48646,1,uk-16,2007-07-01,68
89792,2,be-17,2007-08-01,69
75101,1,es-3,2007-09-01,70
1425,1,de-6,2007-06-01,67
9608,1,de-9,2008-08-01,81
37943,1,uk-60,2007-02-01,63
14980,1,de-50,2008-07-01,80
84169,1,be-17,2008-06-01,79
100415,1,es-1,2008-10-01,83
87462,1,de-52,2009-07-01,92
43754,1,be-72,2008-10-01,83
14224,2,uk-24,2009-03-01,88
10426,1,es-69,2009-07-01,92
58120,2,uk-55,2009-05-01,90
107855,1,de-50,2009-01-01,86
438,2,fr-32,2009-06-01,91
47111,1,es-69,2009-03-01,88
37239,1,nz-57,2008-11-01,84
46260,1,uk-71,2009-03-01,88
12736,1,de-8,2009-03-01,88
38452,1,au-30,2008-12-01,85
54194,1,it-36,2009-08-01,93
9658,1,nz-42,2010-10-01,107
112287,2,us-41,2011-01-01,110
49193,1,de-25,2009-01-01,86
88167,2,nz-34,2010-08-01,105
48697,1,ca-45,2010-06-01,103
93516,2,be-11,2007-10-01,71
97007,1,ca-44,2009-02-01,87
39101,2,fr-63,2008-10-01,83
97988,2,it-59,2009-05-01,90
114011,2,uk-71,2008-10-01,83
4884,2,it-13,2008-12-01,85
66494,1,uk-38,2008-10-01,83
48404,2,it-36,2009-01-01,86
28249,2,uk-60,2008-10-01,83
19387,1,ie-23,2009-03-01,88
35000,2,us-61,2008-10-01,83
115429,2,de-5,2009-08-01,93
104664,2,de-8,2009-05-01,90
9356,1,uk-15,2011-12-01,121
87479,2,de-21,2011-10-01,119
74709,2,de-8,2012-04-01,125
48953,1,uk-71,2012-08-01,129
50217,2,es-3,2011-03-01,112
101415,2,uk-16,2012-08-01,129
106704,2,de-52,2011-06-01,115
105433,1,es-18,2012-02-01,123
26193,2,de-50,2011-11-01,120
113108,2,ie-29,2011-08-01,117
96087,2,ca-45,2011-12-01,121
115273,1,us-62,2010-09-01,106
43187,2,fr-39,2011-11-01,120
99609,1,uk-71,2012-02-01,123
67134,1,be-17,2011-04-01,113
60456,1,de-9,2011-07-01,116
24155,1,de-8,2012-05-01,126
42047,2,es-18,2009-01-01,86
75882,2,de-26,2009-08-01,93
94747,2,de-21,2009-01-01,86
81221,2,de-50,2008-12-01,85
32326,1,au-30,2009-02-01,87
99931,2,es-1,2008-09-01,82
62807,1,fr-20,2008-09-01,82
111640,2,es-69,2008-09-01,82
95409,1,de-66,2008-08-01,81
26773,1,es-69,2010-05-01,102
100560,2,uk-15,2010-06-01,103
106864,1,es-2,2010-07-01,104
82426,2,uk-76,2007-11-01,72
32043,2,de-8,2009-01-01,86
51219,2,de-48,2009-03-01,88
28122,1,ca-44,2008-09-01,82
49934,1,de-37,2008-10-01,83
76932,1,it-59,2009-07-01,92
63479,1,uk-55,2009-06-01,91
55818,1,de-66,2008-10-01,83
22095,1,de-49,2008-10-01,83
85738,1,de-8,2009-07-01,92
106193,1,de-6,2009-01-01,86
88427,1,de-7,2008-07-01,80
64556,2,uk-38,2010-02-01,99
8836,1,de-48,2010-01-01,98
76631,1,it-13,2009-12-01,97
70615,1,de-49,2010-03-01,100
23024,2,us-40,2008-07-01,80
74956,2,it-36,2010-02-01,99
107697,2,de-5,2009-11-01,96
50956,2,uk-60,2009-11-01,96
72554,1,nz-58,2008-04-01,77
32203,2,uk-31,2010-07-01,104
3004,2,es-2,2010-04-01,101
14326,2,uk-55,2008-04-01,77
25794,1,de-51,2010-04-01,101
85484,1,es-12,2009-09-01,94
24008,2,it-36,2008-08-01,81
85160,1,be-17,2006-10-01,59
89073,2,de-7,2007-09-01,70
33159,1,de-66,2008-01-01,74
85398,2,de-26,2007-10-01,71
13132,2,de-49,2007-06-01,67
94146,2,fr-22,2007-02-01,63
34588,1,uk-38,2007-06-01,67
15129,1,de-6,2008-08-01,81
73088,2,au-47,2007-09-01,70
17158,1,es-12,2007-02-01,63
110030,2,de-37,2007-07-01,68
66723,2,ie-67,2006-11-01,60
44724,2,de-9,2008-08-01,81
22685,1,au-43,2006-04-01,53
58666,2,us-40,2007-10-01,71
77049,2,it-36,2006-11-01,60
103564,1,ca-10,2007-04-01,65
21616,1,uk-15,2008-05-01,78
104957,2,ie-23,2008-02-01,75
20628,2,uk-53,2008-06-01,79
35676,1,fr-22,2008-07-01,80
56671,2,ie-23,2007-08-01,69
65181,1,it-36,2007-09-01,70
76053,2,de-7,2006-12-01,61
12398,2,au-43,2007-09-01,70
47998,1,au-64,2007-03-01,64
12079,1,uk-38,2007-11-01,72
37539,1,de-25,2007-11-01,72
112537,1,au-75,2007-07-01,68
115812,2,de-51,2008-05-01,78
43209,2,de-26,2007-06-01,67
56111,2,uk-53,2007-11-01,72
