GroupId,QuizId,OrganizationId,SchemeOfWorkId
945,12337,945-12337-28228,28228
11236,10441,11236-10441-28228,28228
7417,10441,7417-10441-28228,28228
7701,10441,7701-10441-28237,28237
9501,10441,9501-10441-28228,28228
999,10441,999-10441-28237,28237
11218,5470,11218-5470-28228,28228
6331,5470,6331-5470-28237,28237
8769,8751,8769-8751-28237,28237
1522,8751,1522-8751-28237,28237
8181,8751,8181-8751-28228,28228
680,16730,680-16730-28228,28228
992,15175,992-15175-28237,28237
3234,15175,3234-15175-28237,28237
1034,15175,1034-15175-28228,28228
3443,4060,3443-4060-28228,28228
1824,8910,1824-8910-28237,28237
9427,8910,9427-8910-28237,28237
7949,8910,7949-8910-28228,28228
9828,8910,9828-8910-28228,28228
1766,8910,1766-8910-28228,28228
6093,8910,6093-8910-28237,28237
7646,8910,7646-8910-28228,28228
11686,8910,11686-8910-28237,28237
10263,8910,10263-8910-28237,28237
4095,8910,4095-8910-28237,28237
8769,8910,8769-8910-28237,28237
3261,8910,3261-8910-28228,28228
5448,8910,5448-8910-28237,28237
10718,8910,10718-8910-28228,28228
8016,8910,8016-8910-28228,28228
6193,8910,6193-8910-28228,28228
3553,8910,3553-8910-28228,28228
6868,8910,6868-8910-28228,28228
1850,8910,1850-8910-28237,28237
3930,8910,3930-8910-28228,28228
10914,8910,10914-8910-28237,28237
9226,8910,9226-8910-28228,28228
288,8910,288-8910-28228,28228
10839,8910,10839-8910-28237,28237
4248,8910,4248-8910-28228,28228
11093,8910,11093-8910-28228,28228
5272,8910,5272-8910-28228,28228
9220,8910,9220-8910-28237,28237
5791,8910,5791-8910-28228,28228
6440,8910,6440-8910-28228,28228
2208,8910,2208-8910-28237,28237
5089,8910,5089-8910-28228,28228
470,8910,470-8910-28237,28237
9158,8910,9158-8910-28228,28228
2065,8910,2065-8910-28228,28228
4246,8910,4246-8910-28228,28228
11302,8910,11302-8910-28228,28228
6925,8910,6925-8910-28237,28237
11671,8910,11671-8910-28237,28237
2566,8910,2566-8910-28228,28228
3461,10451,3461-10451-28228,28228
10753,2038,10753-2038-28237,28237
10035,2038,10035-2038-28237,28237
6331,2038,6331-2038-28237,28237
3234,2038,3234-2038-28237,28237
11494,10451,11494-10451-28228,28228
945,10451,945-10451-28228,28228
780,2038,780-2038-28237,28237
5559,15771,5559-15771-28237,28237
2048,16348,2048-16348-28228,28228
9427,15771,9427-15771-28237,28237
9990,16348,9990-16348-28228,28228
3461,16348,3461-16348-28228,28228
9652,16348,9652-16348-28228,28228
8762,15771,8762-15771-28237,28237
1778,16348,1778-16348-28228,28228
5791,16348,5791-16348-28228,28228
780,15771,780-15771-28237,28237
5446,15771,5446-15771-28237,28237
2788,16348,2788-16348-28228,28228
6021,16348,6021-16348-28228,28228
4975,16348,4975-16348-28228,28228
10720,15771,10720-15771-28237,28237
10035,15771,10035-15771-28237,28237
11366,15771,11366-15771-28237,28237
6991,16348,6991-16348-28228,28228
9649,15771,9649-15771-28237,28237
2783,16348,2783-16348-28228,28228
4820,16348,4820-16348-28228,28228
7790,16348,7790-16348-28228,28228
11612,16348,11612-16348-28228,28228
7309,16348,7309-16348-28228,28228
3234,15771,3234-15771-28237,28237
11570,15771,11570-15771-28237,28237
1522,15771,1522-15771-28237,28237
3427,16348,3427-16348-28228,28228
9501,16348,9501-16348-28228,28228
5448,15771,5448-15771-28237,28237
3171,16348,3171-16348-28228,28228
10394,16348,10394-16348-28228,28228
2313,16348,2313-16348-28228,28228
6331,15771,6331-15771-28237,28237
5518,16348,5518-16348-28228,28228
1761,16348,1761-16348-28228,28228
9141,15771,9141-15771-28237,28237
945,16348,945-16348-28228,28228
3358,16348,3358-16348-28228,28228
2116,7752,2116-7752-28228,28228
6605,7752,6605-7752-28228,28228
470,7752,470-7752-28237,28237
288,7752,288-7752-28237,28237
8762,1119,8762-1119-28237,28237
9427,10284,9427-10284-28237,28237
4248,752,4248-752-28228,28228
9828,752,9828-752-28228,28228
8987,752,8987-752-28237,28237
9877,752,9877-752-28228,28228
7309,752,7309-752-28228,28228
2116,752,2116-752-28228,28228
10718,752,10718-752-28228,28228
8562,752,8562-752-28237,28237
3817,752,3817-752-28237,28237
4975,752,4975-752-28228,28228
1850,752,1850-752-28237,28237
6605,752,6605-752-28228,28228
4085,752,4085-752-28228,28228
8004,752,8004-752-28228,28228
6093,752,6093-752-28237,28237
9158,752,9158-752-28228,28228
680,752,680-752-28228,28228
1442,752,1442-752-28228,28228
2336,752,2336-752-28228,28228
3867,752,3867-752-28228,28228
6440,752,6440-752-28228,28228
1086,752,1086-752-28228,28228
2258,752,2258-752-28228,28228
6814,752,6814-752-28228,28228
11302,752,11302-752-28228,28228
9141,752,9141-752-28237,28237
6791,752,6791-752-28228,28228
1341,752,1341-752-28237,28237
3261,821,3261-821-28228,28228
3461,821,3461-821-28228,28228
4975,821,4975-821-28228,28228
4010,821,4010-821-28228,28228
8562,821,8562-821-28237,28237
6193,821,6193-821-28237,28237
6868,821,6868-821-28228,28228
288,821,288-821-28228,28228
3867,821,3867-821-28228,28228
2465,821,2465-821-28228,28228
9158,821,9158-821-28228,28228
5149,821,5149-821-28228,28228
4084,821,4084-821-28228,28228
8270,821,8270-821-28228,28228
9649,2517,9649-2517-28237,28237
11388,2517,11388-2517-28228,28228
389,2517,389-2517-28228,28228
10266,2517,10266-2517-28228,28228
11570,2517,11570-2517-28237,28237
6605,6611,6605-6611-28228,28228
376,6611,376-6611-28228,28228
6191,6611,6191-6611-28228,28228
3298,15433,3298-15433-28237,28237
6816,578,6816-578-28228,28228
10839,15433,10839-15433-28237,28237
7450,15433,7450-15433-28237,28237
6925,15433,6925-15433-28237,28237
7068,16348,7068-16348-28228,28228
7812,16348,7812-16348-28228,28228
10339,16348,10339-16348-28228,28228
11342,14993,11342-14993-28237,28237
10600,14993,10600-14993-28228,28228
7068,14993,7068-14993-28228,28228
3461,14993,3461-14993-28228,28228
8987,14993,8987-14993-28237,28237
2048,14993,2048-14993-28228,28228
4975,14993,4975-14993-28228,28228
9652,14993,9652-14993-28228,28228
8762,14993,8762-14993-28237,28237
708,14993,708-14993-28237,28237
5448,14993,5448-14993-28237,28237
1522,14993,1522-14993-28237,28237
9641,14993,9641-14993-28228,28228
5446,14993,5446-14993-28237,28237
8627,14993,8627-14993-28228,28228
4335,14993,4335-14993-28237,28237
11612,14993,11612-14993-28228,28228
4808,14993,4808-14993-28237,28237
3817,14993,3817-14993-28237,28237
10914,14993,10914-14993-28237,28237
7812,14993,7812-14993-28228,28228
9220,14993,9220-14993-28237,28237
9141,14993,9141-14993-28237,28237
183,14993,183-14993-28237,28237
4095,14993,4095-14993-28237,28237
4586,14993,4586-14993-28237,28237
11785,10284,11785-10284-28228,28228
1766,16555,1766-16555-28228,28228
9652,16620,9652-16620-28228,28228
7812,16620,7812-16620-28228,28228
2783,10284,2783-10284-28228,28228
2116,4176,2116-4176-28228,28228
6605,4176,6605-4176-28228,28228
7949,4176,7949-4176-28228,28228
5149,4176,5149-4176-28228,28228
6281,4176,6281-4176-28228,28228
2035,16475,2035-16475-28228,28228
11366,14739,11366-14739-28237,28237
9427,15756,9427-15756-28237,28237
7068,15756,7068-15756-28228,28228
3461,15756,3461-15756-28228,28228
8987,15756,8987-15756-28237,28237
9641,15756,9641-15756-28228,28228
3817,15756,3817-15756-28237,28237
9877,15756,9877-15756-28228,28228
8562,15756,8562-15756-28237,28237
5446,15756,5446-15756-28237,28237
1173,15756,1173-15756-28228,28228
8627,15756,8627-15756-28228,28228
10600,15756,10600-15756-28228,28228
8181,15756,8181-15756-28228,28228
2719,15756,2719-15756-28228,28228
11494,15756,11494-15756-28228,28228
697,15756,697-15756-28228,28228
706,15756,706-15756-28228,28228
11570,15756,11570-15756-28237,28237
11436,15756,11436-15756-28237,28237
999,15756,999-15756-28237,28237
6227,15756,6227-15756-28228,28228
11218,10489,11218-10489-28228,28228
8987,4046,8987-4046-28237,28237
9641,10489,9641-10489-28228,28228
3817,4046,3817-4046-28237,28237
9877,10489,9877-10489-28228,28228
1028,4046,1028-4046-28237,28237
7812,10489,7812-10489-28228,28228
4795,4046,4795-4046-28237,28237
4010,10489,4010-10489-28228,28228
8562,4046,8562-4046-28237,28237
5446,4046,5446-4046-28237,28237
8627,10489,8627-10489-28228,28228
1522,4046,1522-4046-28237,28237
4586,4046,4586-4046-28237,28237
4095,4046,4095-4046-28237,28237
2336,10489,2336-10489-28228,28228
8273,10489,8273-10489-28228,28228
6193,10489,6193-10489-28228,28228
6331,4046,6331-4046-28237,28237
3234,4046,3234-4046-28237,28237
10600,10489,10600-10489-28228,28228
9501,10489,9501-10489-28228,28228
2719,10489,2719-10489-28228,28228
9220,4046,9220-4046-28237,28237
2465,10489,2465-10489-28228,28228
9141,4046,9141-4046-28237,28237
7701,4046,7701-4046-28237,28237
4975,1996,4975-1996-28228,28228
9220,15258,9220-15258-28237,28237
9652,1996,9652-1996-28228,28228
9429,15258,9429-15258-28237,28237
10263,15258,10263-15258-28237,28237
8769,15258,8769-15258-28237,28237
7309,1996,7309-1996-28228,28228
5791,1996,5791-1996-28228,28228
8672,15258,8672-15258-28237,28237
6021,1996,6021-1996-28228,28228
5192,1996,5192-1996-28228,28228
10527,15258,10527-15258-28237,28237
2783,1996,2783-1996-28228,28228
11686,15258,11686-15258-28237,28237
10979,15258,10979-15258-28237,28237
6191,1996,6191-1996-28228,28228
3171,1996,3171-1996-28228,28228
6093,15258,6093-15258-28237,28237
7450,15258,7450-15258-28237,28237
9990,1996,9990-1996-28228,28228
470,15258,470-15258-28237,28237
9158,1996,9158-1996-28228,28228
4684,1996,4684-1996-28228,28228
7316,1996,7316-1996-28228,28228
2788,1996,2788-1996-28228,28228
9141,15258,9141-15258-28237,28237
10339,1996,10339-1996-28228,28228
10888,1996,10888-1996-28228,28228
2065,1996,2065-1996-28228,28228
11570,13089,11570-13089-28237,28237
9990,2104,9990-2104-28228,28228
4715,13089,4715-13089-28237,28237
4836,2104,4836-2104-28228,28228
1766,2104,1766-2104-28228,28228
9804,2104,9804-2104-28228,28228
3298,5665,3298-5665-28237,28237
11342,5665,11342-5665-28237,28237
708,5665,708-5665-28237,28237
1283,5665,1283-5665-28237,28237
9877,15328,9877-15328-28228,28228
11686,5665,11686-5665-28237,28237
4335,5665,4335-5665-28237,28237
4808,5665,4808-5665-28237,28237
8762,5665,8762-5665-28237,28237
4795,5665,4795-5665-28237,28237
8987,5665,8987-5665-28237,28237
1028,5665,1028-5665-28237,28237
4975,15328,4975-15328-28228,28228
3817,5665,3817-5665-28237,28237
6021,15328,6021-15328-28228,28228
10527,5665,10527-5665-28237,28237
9649,5665,9649-5665-28237,28237
2788,15328,2788-15328-28228,28228
10839,5665,10839-5665-28237,28237
10720,5665,10720-5665-28237,28237
3171,15328,3171-15328-28228,28228
9141,5665,9141-5665-28237,28237
2313,15328,2313-15328-28228,28228
9158,15328,9158-15328-28228,28228
945,15328,945-15328-28228,28228
11561,15328,11561-15328-28228,28228
1522,1119,1522-1119-28237,28237
6227,10489,6227-10489-28228,28228
6816,10489,6816-10489-28228,28228
6566,4046,6566-4046-28237,28237
10720,4046,10720-4046-28237,28237
9158,10489,9158-10489-28228,28228
780,4046,780-4046-28237,28237
6814,10489,6814-10489-28228,28228
5149,6059,5149-6059-28228,28228
1736,7605,1736-7605-28228,28228
4836,7605,4836-7605-28228,28228
6814,7605,6814-7605-28228,28228
964,7605,964-7605-28228,28228
6790,7605,6790-7605-28237,28237
9429,11369,9429-11369-28237,28237
2719,11369,2719-11369-28228,28228
3171,11369,3171-11369-28228,28228
9220,11369,9220-11369-28237,28237
3930,11369,3930-11369-28228,28228
6202,8910,6202-8910-28228,28228
5562,8910,5562-8910-28228,28228
5142,8910,5142-8910-28228,28228
6791,8910,6791-8910-28228,28228
2336,4176,2336-4176-28228,28228
9149,4176,9149-4176-28228,28228
5725,3493,5725-3493-40959,40959
9492,3493,9492-3493-40959,40959
4820,3493,4820-3493-40959,40959
1214,3493,1214-3493-40959,40959
7716,3493,7716-3493-40959,40959
206,3493,206-3493-40959,40959
2926,3493,2926-3493-40959,40959
10600,578,10600-578-28228,28228
8627,752,8627-752-28228,28228
3274,752,3274-752-28228,28228
2783,752,2783-752-28228,28228
3461,10284,3461-10284-28228,28228
9695,10284,9695-10284-28237,28237
999,10284,999-10284-28237,28237
11686,13774,11686-13774-28237,28237
1736,13774,1736-13774-28228,28228
8762,13774,8762-13774-28237,28237
7812,13774,7812-13774-28228,28228
2073,13774,2073-13774-28237,28237
265,13774,265-13774-28237,28237
8562,13774,8562-13774-28237,28237
9427,13774,9427-13774-28237,28237
6093,13774,6093-13774-28237,28237
7401,13774,7401-13774-28237,28237
6331,13774,6331-13774-28237,28237
4865,13774,4865-13774-28228,28228
4095,13774,4095-13774-28237,28237
1086,13774,1086-13774-28237,28237
1780,13774,1780-13774-28228,28228
13,13774,13-13774-28228,28228
11302,13774,11302-13774-28228,28228
1297,13774,1297-13774-28237,28237
6451,13774,6451-13774-28228,28228
11418,11250,11418-11250-28228,28228
7192,11250,7192-11250-28228,28228
7068,11250,7068-11250-28228,28228
3461,11250,3461-11250-28228,28228
9652,11250,9652-11250-28228,28228
1850,11250,1850-11250-28237,28237
1778,11250,1778-11250-28228,28228
4975,11250,4975-11250-28228,28228
1424,11250,1424-11250-28237,28237
5051,11250,5051-11250-28228,28228
146,11250,146-11250-28237,28237
3008,11250,3008-11250-28228,28228
6021,11250,6021-11250-28228,28228
8506,11250,8506-11250-28228,28228
8181,11250,8181-11250-28228,28228
6093,11250,6093-11250-28237,28237
10914,11250,10914-11250-28237,28237
4865,11250,4865-11250-28228,28228
11218,11250,11218-11250-28228,28228
9501,11250,9501-11250-28228,28228
6331,11250,6331-11250-28237,28237
2313,11250,2313-11250-28228,28228
11302,11250,11302-11250-28228,28228
276,11250,276-11250-28237,28237
9574,11250,9574-11250-28237,28237
8672,1193,8672-1193-28237,28237
6791,9447,6791-9447-28228,28228
2258,9447,2258-9447-28228,28228
376,1193,376-1193-28237,28237
11342,480,11342-480-28237,28237
7068,480,7068-480-28228,28228
8987,480,8987-480-28237,28237
11612,480,11612-480-28228,28228
2048,480,2048-480-28228,28228
4010,480,4010-480-28228,28228
9877,480,9877-480-28228,28228
8762,480,8762-480-28237,28237
9652,480,9652-480-28228,28228
7812,480,7812-480-28228,28228
708,480,708-480-28237,28237
1522,480,1522-480-28237,28237
3817,480,3817-480-28237,28237
6021,480,6021-480-28228,28228
964,480,964-480-28228,28228
4975,480,4975-480-28228,28228
992,480,992-480-28237,28237
5446,480,5446-480-28237,28237
8627,480,8627-480-28228,28228
4335,480,4335-480-28237,28237
4808,480,4808-480-28237,28237
11093,480,11093-480-28228,28228
5448,480,5448-480-28237,28237
10527,480,10527-480-28228,28228
9220,480,9220-480-28237,28237
9141,480,9141-480-28237,28237
11681,480,11681-480-28237,28237
5089,480,5089-480-28228,28228
3640,480,3640-480-28228,28228
9158,480,9158-480-28228,28228
4246,480,4246-480-28228,28228
11561,480,11561-480-28228,28228
3261,6930,3261-6930-28228,28228
3274,6930,3274-6930-28228,28228
9828,6930,9828-6930-28228,28228
288,6930,288-6930-28228,28228
9226,6930,9226-6930-28228,28228
6868,6930,6868-6930-28228,28228
376,6930,376-6930-28228,28228
680,6930,680-6930-28228,28228
10718,6930,10718-6930-28228,28228
8108,6930,8108-6930-28228,28228
7285,6930,7285-6930-28228,28228
9158,6930,9158-6930-28228,28228
7949,6930,7949-6930-28228,28228
4248,14186,4248-14186-28228,28228
2547,14186,2547-14186-28237,28237
9427,14186,9427-14186-28237,28237
470,14186,470-14186-28237,28237
1824,14186,1824-14186-28237,28237
11686,14186,11686-14186-28237,28237
9652,14186,9652-14186-28228,28228
1778,14186,1778-14186-28228,28228
10263,14186,10263-14186-28237,28237
4795,14186,4795-14186-28237,28237
1028,14186,1028-14186-28237,28237
7417,14186,7417-14186-28228,28228
6021,14186,6021-14186-28228,28228
4975,14186,4975-14186-28228,28228
10979,14186,10979-14186-28237,28237
10527,14186,10527-14186-28237,28237
5446,14186,5446-14186-28237,28237
10839,14186,10839-14186-28237,28237
2208,14186,2208-14186-28237,28237
3274,14186,3274-14186-28228,28228
5448,14186,5448-14186-28237,28237
4865,14186,4865-14186-28228,28228
11494,14186,11494-14186-28228,28228
9141,14186,9141-14186-28237,28237
2670,14186,2670-14186-28237,28237
2313,14186,2313-14186-28228,28228
1522,14186,1522-14186-28237,28237
3427,3812,3427-3812-28228,28228
7068,3812,7068-3812-28228,28228
3461,3812,3461-3812-28228,28228
376,3812,376-3812-28228,28228
9877,3812,9877-3812-28228,28228
9652,3812,9652-3812-28228,28228
6093,5753,6093-5753-28237,28237
7450,5753,7450-5753-28237,28237
6193,5753,6193-5753-28237,28237
10718,3812,10718-3812-28228,28228
8562,5753,8562-5753-28237,28237
9828,3812,9828-3812-28228,28228
6816,3812,6816-3812-28228,28228
1850,5753,1850-5753-28237,28237
8627,3812,8627-3812-28228,28228
680,3812,680-3812-28228,28228
4248,3812,4248-3812-28228,28228
11218,3812,11218-3812-28228,28228
2719,3812,2719-3812-28228,28228
6191,3812,6191-3812-28228,28228
11671,5753,11671-5753-28237,28237
10600,3812,10600-3812-28228,28228
6816,10830,6816-10830-28228,28228
10339,10830,10339-10830-28228,28228
6874,10830,6874-10830-28228,28228
7915,4389,7915-4389-40959,40959
3538,4389,3538-4389-40959,40959
3524,4389,3524-4389-40959,40959
3618,4389,3618-4389-40959,40959
1065,4389,1065-4389-40959,40959
9652,4389,9652-4389-40959,40959
1134,4389,1134-4389-40959,40959
4975,4389,4975-4389-40959,40959
4044,4389,4044-4389-40959,40959
5239,4389,5239-4389-40959,40959
4323,4389,4323-4389-40959,40959
2729,4389,2729-4389-40959,40959
11612,4389,11612-4389-40959,40959
8207,4389,8207-4389-40959,40959
6992,4389,6992-4389-40959,40959
6191,4389,6191-4389-40959,40959
4853,4389,4853-4389-40959,40959
2425,4389,2425-4389-40959,40959
11656,4389,11656-4389-40959,40959
10409,4389,10409-4389-40959,40959
4390,4389,4390-4389-40959,40959
3358,4389,3358-4389-40959,40959
5530,4389,5530-4389-40959,40959
7810,4389,7810-4389-40959,40959
206,4389,206-4389-40959,40959
13,4389,13-4389-40959,40959
1156,4389,1156-4389-40959,40959
10501,4389,10501-4389-40959,40959
1360,4389,1360-4389-40959,40959
2487,4389,2487-4389-40959,40959
3443,4389,3443-4389-40959,40959
10803,4389,10803-4389-40959,40959
6538,4389,6538-4389-40959,40959
8136,4389,8136-4389-40959,40959
9722,4389,9722-4389-40959,40959
4085,3812,4085-3812-28228,28228
3274,3812,3274-3812-28228,28228
3726,3812,3726-3812-28228,28228
4010,3812,4010-3812-28228,28228
9149,3812,9149-3812-28228,28228
4010,5542,4010-5542-28228,28228
4975,5542,4975-5542-28228,28228
4248,5542,4248-5542-28228,28228
11218,5542,11218-5542-28228,28228
7812,11250,7812-11250-28228,28228
6440,11250,6440-11250-28228,28228
11388,11250,11388-11250-28228,28228
7646,11250,7646-11250-28228,28228
1283,15433,1283-15433-28237,28237
4808,15433,4808-15433-28237,28237
7541,578,7541-578-28228,28228
10755,15433,10755-15433-28237,28237
3461,1494,3461-1494-28228,28228
9652,1494,9652-1494-28228,28228
1766,1494,1766-1494-28228,28228
7812,1494,7812-1494-28228,28228
1778,1494,1778-1494-28228,28228
1424,1494,1424-1494-28237,28237
6021,1494,6021-1494-28228,28228
4975,1494,4975-1494-28228,28228
7646,1494,7646-1494-28228,28228
6093,1494,6093-1494-28237,28237
2547,1494,2547-1494-28237,28237
10914,1494,10914-1494-28237,28237
4865,1494,4865-1494-28228,28228
6440,1494,6440-1494-28228,28228
964,1494,964-1494-28228,28228
7316,1494,7316-1494-28228,28228
8506,1494,8506-1494-28228,28228
11418,1494,11418-1494-28228,28228
11302,1494,11302-1494-28228,28228
1850,1494,1850-1494-28237,28237
2313,1494,2313-1494-28228,28228
1766,4176,1766-4176-28228,28228
5738,3493,5738-3493-40959,40959
9492,5284,9492-5284-40959,40959
10803,5284,10803-5284-40959,40959
8807,5284,8807-5284-40959,40959
6308,5284,6308-5284-40959,40959
8506,16348,8506-16348-28228,28228
8181,16348,8181-16348-28228,28228
780,12872,780-12872-28237,28237
2719,10809,2719-10809-28228,28228
9990,12337,9990-12337-28228,28228
3461,12337,3461-12337-28228,28228
2783,12337,2783-12337-28228,28228
4865,12337,4865-12337-28228,28228
5089,12337,5089-12337-28228,28228
1761,12337,1761-12337-28228,28228
4391,3812,4391-3812-28228,28228
6488,3812,6488-3812-28228,28228
6814,3812,6814-3812-28228,28228
183,4046,183-4046-28237,28237
10839,15258,10839-15258-28237,28237
4010,1996,4010-1996-28228,28228
3234,15258,3234-15258-28237,28237
4808,15258,4808-15258-28237,28237
8087,15258,8087-15258-28237,28237
9804,1996,9804-1996-28228,28228
7812,10451,7812-10451-28228,28228
11561,10451,11561-10451-28228,28228
945,5542,945-5542-28228,28228
5149,16620,5149-16620-28228,28228
11570,6142,11570-6142-28237,28237
6566,6142,6566-6142-28237,28237
11302,14988,11302-14988-28228,28228
2313,6142,2313-6142-28237,28237
9383,6142,9383-6142-28237,28237
10839,10441,10839-10441-28237,28237
6566,10441,6566-10441-28237,28237
8273,10441,8273-10441-28228,28228
2065,10441,2065-10441-28228,28228
706,10441,706-10441-28228,28228
7646,2623,7646-2623-28228,28228
9828,2623,9828-2623-28228,28228
680,2623,680-2623-28228,28228
5272,2623,5272-2623-28228,28228
9220,2623,9220-2623-28237,28237
1766,2623,1766-2623-28228,28228
9226,2623,9226-2623-28228,28228
2566,2623,2566-2623-28228,28228
4820,2623,4820-2623-28228,28228
6791,2623,6791-2623-28228,28228
4684,10830,4684-10830-28228,28228
2116,15406,2116-15406-28228,28228
9877,15406,9877-15406-28228,28228
6814,15406,6814-15406-28228,28228
4095,15406,4095-15406-28237,28237
9045,9654,9045-9654-40959,40959
7915,9654,7915-9654-40959,40959
4975,9654,4975-9654-40959,40959
3538,9654,3538-9654-40959,40959
5547,9654,5547-9654-40959,40959
9652,9654,9652-9654-40959,40959
3618,9654,3618-9654-40959,40959
7974,9654,7974-9654-40959,40959
3524,9654,3524-9654-40959,40959
8207,9654,8207-9654-40959,40959
4044,9654,4044-9654-40959,40959
4390,9654,4390-9654-40959,40959
2729,9654,2729-9654-40959,40959
3443,9654,3443-9654-40959,40959
11612,9654,11612-9654-40959,40959
5725,9654,5725-9654-40959,40959
10501,9654,10501-9654-40959,40959
11370,9654,11370-9654-40959,40959
6191,9654,6191-9654-40959,40959
4853,9654,4853-9654-40959,40959
206,9654,206-9654-40959,40959
5408,9654,5408-9654-40959,40959
7895,9654,7895-9654-40959,40959
7716,9654,7716-9654-40959,40959
10409,9654,10409-9654-40959,40959
1360,9654,1360-9654-40959,40959
5530,9654,5530-9654-40959,40959
2425,9654,2425-9654-40959,40959
4820,9654,4820-9654-40959,40959
8842,9654,8842-9654-40959,40959
8136,9654,8136-9654-40959,40959
1286,9654,1286-9654-40959,40959
9571,9654,9571-9654-40959,40959
2604,9654,2604-9654-40959,40959
2487,9654,2487-9654-40959,40959
5438,9654,5438-9654-40959,40959
9183,9654,9183-9654-40959,40959
4323,9654,4323-9654-40959,40959
5941,9654,5941-9654-40959,40959
2083,9654,2083-9654-40959,40959
3358,9654,3358-9654-40959,40959
9427,648,9427-648-28237,28237
4684,3562,4684-3562-28228,28228
4808,648,4808-648-28237,28237
9429,648,9429-648-28237,28237
9383,3562,9383-3562-28228,28228
9427,17233,9427-17233-28237,28237
3817,17233,3817-17233-28237,28237
9641,2386,9641-2386-28228,28228
8987,17233,8987-17233-28237,28237
4010,2386,4010-2386-28228,28228
4795,17233,4795-17233-28237,28237
8562,17233,8562-17233-28237,28237
6193,2386,6193-2386-28228,28228
5446,17233,5446-17233-28237,28237
992,17233,992-17233-28237,28237
9877,2386,9877-2386-28228,28228
8627,2386,8627-2386-28228,28228
2065,2386,2065-2386-28228,28228
9501,2386,9501-2386-28228,28228
3867,2386,3867-2386-28228,28228
2719,2386,2719-2386-28228,28228
5426,17233,5426-17233-28237,28237
10720,17233,10720-17233-28237,28237
3234,17233,3234-17233-28237,28237
9141,17233,9141-17233-28237,28237
11436,17233,11436-17233-28237,28237
10600,2386,10600-2386-28228,28228
5963,17233,5963-17233-28237,28237
7541,2386,7541-2386-28228,28228
5272,3562,5272-3562-28228,28228
8270,17226,8270-17226-28228,28228
1761,14186,1761-14186-28228,28228
1424,14186,1424-14186-28237,28237
5089,16555,5089-16555-28228,28228
2035,7752,2035-7752-28228,28228
4095,7752,4095-7752-28237,28237
5438,4389,5438-4389-40959,40959
5725,4389,5725-4389-40959,40959
9492,4389,9492-4389-40959,40959
7716,4389,7716-4389-40959,40959
4167,4389,4167-4389-40959,40959
1286,4389,1286-4389-40959,40959
2604,4389,2604-4389-40959,40959
998,4389,998-4389-40959,40959
6361,4389,6361-4389-40959,40959
6494,4389,6494-4389-40959,40959
1341,4176,1341-4176-28237,28237
9427,10248,9427-10248-28237,28237
11686,10248,11686-10248-28237,28237
4892,10248,4892-10248-28228,28228
7812,10248,7812-10248-28228,28228
10263,10248,10263-10248-28237,28237
2035,10248,2035-10248-28228,28228
6331,10248,6331-10248-28237,28237
13,10248,13-10248-28228,28228
10914,10248,10914-10248-28237,28237
7401,10248,7401-10248-28237,28237
4865,10248,4865-10248-28228,28228
1850,10248,1850-10248-28237,28237
192,10248,192-10248-28237,28237
3171,10248,3171-10248-28228,28228
2806,10248,2806-10248-28228,28228
6440,10248,6440-10248-28228,28228
5089,10248,5089-10248-28228,28228
2073,10248,2073-10248-28237,28237
10354,10248,10354-10248-28228,28228
1297,10248,1297-10248-28237,28237
7417,10248,7417-10248-28228,28228
8562,10248,8562-10248-28237,28237
6093,10248,6093-10248-28237,28237
10311,10248,10311-10248-28228,28228
11302,10248,11302-10248-28228,28228
4095,10248,4095-10248-28237,28237
10511,10248,10511-10248-28237,28237
7068,10441,7068-10441-28228,28228
3298,2243,3298-2243-28237,28237
389,16620,389-16620-28228,28228
7812,2386,7812-2386-28228,28228
1028,17233,1028-17233-28237,28237
2336,2386,2336-2386-28228,28228
2465,2386,2465-2386-28228,28228
9158,2386,9158-2386-28228,28228
3524,5284,3524-5284-40959,40959
5185,5284,5185-5284-40959,40959
4820,5284,4820-5284-40959,40959
2487,5284,2487-5284-40959,40959
2262,14193,2262-14193-28228,28228
3726,16620,3726-16620-28228,28228
9045,3393,9045-3393-40959,40959
5185,3393,5185-3393-40959,40959
10753,15258,10753-15258-28237,28237
183,15258,183-15258-28237,28237
6094,1996,6094-1996-28228,28228
6605,1919,6605-1919-28228,28228
6816,15756,6816-15756-28228,28228
1761,15756,1761-15756-28228,28228
8273,15756,8273-15756-28228,28228
9501,15756,9501-15756-28228,28228
9141,15756,9141-15756-28237,28237
6814,15756,6814-15756-28228,28228
4391,16620,4391-16620-28228,28228
10263,13774,10263-13774-28237,28237
3427,13774,3427-13774-28228,28228
3274,13774,3274-13774-28228,28228
2806,13774,2806-13774-28228,28228
11127,13774,11127-13774-28237,28237
9158,15406,9158-15406-28228,28228
6094,821,6094-821-28228,28228
1736,821,1736-821-28228,28228
9226,821,9226-821-28228,28228
10354,821,10354-821-28228,28228
6816,11369,6816-11369-28228,28228
2336,8910,2336-8910-28228,28228
7417,8910,7417-8910-28228,28228
2116,16676,2116-16676-28228,28228
11218,16676,11218-16676-28228,28228
9649,15406,9649-15406-28237,28237
11494,16348,11494-16348-28228,28228
2262,9654,2262-9654-40959,40959
11656,9654,11656-9654-40959,40959
1284,9654,1284-9654-40959,40959
5944,9654,5944-9654-40959,40959
10803,9654,10803-9654-40959,40959
4010,14808,4010-14808-28228,28228
2258,14808,2258-14808-28228,28228
